order_id,user_id,timestamp,product_id,quantity,unit_price,total_amount,processed_timestamp,purchase_date,purchase_hour,purchase_year,purchase_month,purchase_day,data_source
fb994059-88d8-4c8c-9c27-0c5f192b696f,82dd4f50-dd7b-4715-a275-552ccdcb1386,2025-06-04T06:34:11.676Z,3262,5,0.04,0.2,2025-06-15T07:15:36.003Z,2025-06-04,6,2025,6,4,batch_csv
1e58b107-73c9-4c57-ba92-8dada6aeaf33,9160e0a3-034f-4736-bb52-964cca8ad6dd,2025-06-04T06:34:14.683Z,5178,4,0.86,3.44,2025-06-15T07:15:36.003Z,2025-06-04,6,2025,6,4,batch_csv
2f3ecba5-63bc-4a8c-9706-fae839ca04be,ea34154f-c58d-4b32-ae1a-b23998cde17e,2025-06-04T06:34:15.686Z,7789,1,0.88,0.88,2025-06-15T07:15:36.003Z,2025-06-04,6,2025,6,4,batch_csv
70019833-cd84-4080-b5fb-357501c7e9d3,5492db0c-a853-471b-9b5e-365b79731c4d,2025-06-04T06:34:16.689Z,1909,4,0.11,0.44,2025-06-15T07:15:36.003Z,2025-06-04,6,2025,6,4,batch_csv
681dc9ae-ff2a-4c1f-83f1-9920cc5227fc,317cf793-abc2-4f77-86af-d70175da3c2e,2025-06-04T06:34:17.691Z,3756,5,0.81,4.05,2025-06-15T07:15:36.003Z,2025-06-04,6,2025,6,4,batch_csv
29766df6-803f-4382-a685-6f1a11d9cbb5,5ada6858-9028-4bc4-bde9-906293cb0c7a,2025-06-04T06:34:18.694Z,9827,2,0.99,1.98,2025-06-15T07:15:36.003Z,2025-06-04,6,2025,6,4,batch_csv
1693eccb-9ebc-4c2c-a8e8-cfd02712136a,7f7cddb9-4a5d-42d5-9ed7-69cb0a41fc2c,2025-06-04T06:34:19.697Z,6727,4,0.71,2.84,2025-06-15T07:15:36.003Z,2025-06-04,6,2025,6,4,batch_csv
3553ad85-2210-4a89-8e75-cb17c8f024fe,cc07932b-e179-4177-b878-dffcb560d8f1,2025-06-04T06:34:20.700Z,1163,2,0.05,0.1,2025-06-15T07:15:36.003Z,2025-06-04,6,2025,6,4,batch_csv
7dbd1e34-25d9-4458-9628-d2dfff4598a1,f73bb4d5-27c8-47ba-a36d-84c08a71ac22,2025-06-04T06:34:21.704Z,1670,2,0.57,1.14,2025-06-15T07:15:36.003Z,2025-06-04,6,2025,6,4,batch_csv
953073f5-09b3-4e52-a0ac-51cc23d607a5,6a9f971e-d24a-4ed1-9d80-10cbe89f4314,2025-06-04T06:34:22.707Z,1069,4,0.26,1.04,2025-06-15T07:15:36.003Z,2025-06-04,6,2025,6,4,batch_csv
f94706c8-a840-4c1d-8fd4-ca0e0493a413,50516c63-1b4e-46cf-b91a-c4aa90dce23f,2025-06-04T06:34:23.711Z,1075,4,0.11,0.44,2025-06-15T07:15:36.003Z,2025-06-04,6,2025,6,4,batch_csv
4d6e3c6b-c1dc-49ad-9857-ffd1ffe6f3a3,fe866c1e-87f3-470e-aa92-4c1a1d321307,2025-06-04T06:34:24.713Z,1480,5,0.93,4.65,2025-06-15T07:15:36.003Z,2025-06-04,6,2025,6,4,batch_csv
155afe58-7523-4eb5-bf80-eeac4527babe,f3dcf717-03d1-4b4f-b182-a78d9e6e20f4,2025-06-04T06:34:25.717Z,1556,4,0.49,1.96,2025-06-15T07:15:36.003Z,2025-06-04,6,2025,6,4,batch_csv
5cd4b784-a169-45da-bd11-6a867ef63511,ac47e5c3-cd80-468f-ab55-93a05a43c343,2025-06-04T06:34:26.721Z,8186,2,0.38,0.76,2025-06-15T07:15:36.003Z,2025-06-04,6,2025,6,4,batch_csv
6b35df9f-bb87-4827-8099-a47db7590f9a,b43b04ed-fbbf-4567-8767-1fa07ba4ef27,2025-06-04T06:34:27.724Z,2456,3,0.94,2.82,2025-06-15T07:15:36.003Z,2025-06-04,6,2025,6,4,batch_csv
9c2f2d6a-ff51-419d-bc7c-36e7245609b8,dc837b1b-0032-48de-bd51-d0ddd4a0a9fa,2025-06-04T06:34:28.726Z,6178,4,0.35,1.4,2025-06-15T07:15:36.003Z,2025-06-04,6,2025,6,4,batch_csv
5f90fd29-4f74-4dac-8995-ca2883b025ca,f703bcf8-a293-46a8-929c-72d55d5d3814,2025-06-04T06:34:29.729Z,5401,3,0.85,2.55,2025-06-15T07:15:36.003Z,2025-06-04,6,2025,6,4,batch_csv
259ae58e-d047-4b60-9203-7034321702c8,746af4f6-8072-44d2-9309-a97e642fb0c2,2025-06-04T06:34:30.732Z,5425,5,0.5,2.5,2025-06-15T07:15:36.003Z,2025-06-04,6,2025,6,4,batch_csv
c3ce4389-19a7-41d3-bc6c-f9aa71672755,799231c9-cb4e-4841-a22c-66c1bcc3a6c7,2025-06-04T06:34:31.735Z,2434,3,0.02,0.06,2025-06-15T07:15:36.003Z,2025-06-04,6,2025,6,4,batch_csv
e73ddc05-929f-4051-9631-acf2184da615,18ae2ac1-0dc3-4e72-a1de-39ff8446ca8a,2025-06-04T06:34:32.738Z,5969,4,0.01,0.04,2025-06-15T07:15:36.003Z,2025-06-04,6,2025,6,4,batch_csv
a286c358-7701-48c2-9874-bc61f51ca6be,e8393fdf-355b-47e2-9db0-0d7fa242e409,2025-06-04T06:34:33.741Z,2258,1,0.37,0.37,2025-06-15T07:15:36.003Z,2025-06-04,6,2025,6,4,batch_csv
1ca2b1e7-a777-4fd7-9965-7ea6e5466e75,912dc465-5cea-45fe-9cd2-b0e0af744544,2025-06-04T06:34:34.744Z,8342,3,0.21,0.63,2025-06-15T07:15:36.003Z,2025-06-04,6,2025,6,4,batch_csv
d62319b5-a000-4657-8a66-d9bf51cfd574,e883499f-77cf-4d0e-84a2-7e866bf15696,2025-06-04T06:34:35.746Z,6559,4,0.21,0.84,2025-06-15T07:15:36.003Z,2025-06-04,6,2025,6,4,batch_csv
869215f5-bb08-455c-a6a3-73501657c851,dc1233f4-7061-4b4d-ac6a-6e6fc56903f2,2025-06-04T06:34:36.749Z,8419,2,0.07,0.14,2025-06-15T07:15:36.003Z,2025-06-04,6,2025,6,4,batch_csv
99d81d83-58e2-47da-b76b-1003885944a1,b8b34f9e-43bb-479d-bdef-7ed4fd399625,2025-06-04T06:34:37.752Z,4102,3,0.45,1.35,2025-06-15T07:15:36.003Z,2025-06-04,6,2025,6,4,batch_csv
9120c173-e5f4-406c-af81-00b9f130a5ef,dd934ad2-1553-4517-85c5-e9cef617b2f7,2025-06-04T06:34:38.755Z,2130,4,0.74,2.96,2025-06-15T07:15:36.003Z,2025-06-04,6,2025,6,4,batch_csv
df4d7894-e54b-42bc-a12d-4e9f6285fb86,c35f6f95-db90-4f9c-b2c1-14834d484972,2025-06-04T06:34:39.757Z,9625,3,0.19,0.57,2025-06-15T07:15:36.003Z,2025-06-04,6,2025,6,4,batch_csv
0d69d79d-e572-476c-a267-efa3e6fa4ec7,affd09e4-a125-4f4b-91c6-6dc66845f86c,2025-06-04T06:34:40.761Z,8254,2,0.58,1.16,2025-06-15T07:15:36.003Z,2025-06-04,6,2025,6,4,batch_csv
645a4976-89b9-4d2c-b1a3-8ad64abe9b0c,bae5f86d-c4e1-40e1-a39f-7c2eb255e3df,2025-06-04T06:34:41.764Z,8922,5,0.97,4.85,2025-06-15T07:15:36.003Z,2025-06-04,6,2025,6,4,batch_csv
17660d9d-c077-4795-8399-49a6fc3fe3ac,923cad87-f208-49a7-b53d-23bcd20a42ff,2025-06-04T06:34:42.767Z,4033,4,0.66,2.64,2025-06-15T07:15:36.003Z,2025-06-04,6,2025,6,4,batch_csv
2c3bf137-3442-402e-8f14-db115e7f2118,2bb211f7-410d-4c80-b055-867d3e9ad0ff,2025-06-04T06:34:43.770Z,3542,2,0.76,1.52,2025-06-15T07:15:36.003Z,2025-06-04,6,2025,6,4,batch_csv
e5090220-93a9-4a97-be8b-2b1ea8419da4,167f3b91-c641-422e-82e8-6464ed17f67f,2025-06-04T06:34:44.773Z,4845,3,0.94,2.82,2025-06-15T07:15:36.003Z,2025-06-04,6,2025,6,4,batch_csv
63cc01d0-f4f7-4fb1-a87a-ec17cf94cde1,6a741e57-f41d-4706-a7d1-8f7ae52767d3,2025-06-04T06:34:45.775Z,4524,3,0.77,2.31,2025-06-15T07:15:36.003Z,2025-06-04,6,2025,6,4,batch_csv
3ad41aac-ac5a-48cc-81e1-588c6300e36e,a805419e-64c3-424f-a128-f57ccf409850,2025-06-04T06:34:46.779Z,5225,2,0.93,1.86,2025-06-15T07:15:36.003Z,2025-06-04,6,2025,6,4,batch_csv
43fc69f3-497c-4159-803c-445c8d320daa,92ac8893-1bc1-4dfb-a179-892fd8923b45,2025-06-04T06:34:47.781Z,3920,1,0.72,0.72,2025-06-15T07:15:36.003Z,2025-06-04,6,2025,6,4,batch_csv
4449a3bb-e294-466f-b866-8391b667c541,c3fa4a43-6743-445b-aaec-002a1458144b,2025-06-04T06:34:48.784Z,6941,2,0.42,0.84,2025-06-15T07:15:36.003Z,2025-06-04,6,2025,6,4,batch_csv
1ea2018e-e766-4476-9645-2771f9ac4621,5cd66244-6229-4df1-b082-903a5f93ff8d,2025-06-04T06:34:49.787Z,8455,4,0.14,0.56,2025-06-15T07:15:36.003Z,2025-06-04,6,2025,6,4,batch_csv
35216af6-4bd9-4a30-a78d-fd637755b1ed,e071a2b6-8a92-4e6e-ba7b-c92afce197db,2025-06-04T06:34:50.790Z,2205,3,0.33,0.99,2025-06-15T07:15:36.003Z,2025-06-04,6,2025,6,4,batch_csv
599ba649-f500-4b18-a03a-d9aae6cd3f29,0859be34-bce4-4f67-9eeb-ff82b038cabd,2025-06-04T06:34:51.794Z,2460,4,0.64,2.56,2025-06-15T07:15:36.003Z,2025-06-04,6,2025,6,4,batch_csv
318b74c6-9273-43cc-884a-2b925251efd6,3fd18dc4-1e19-44fc-aa1d-892f683fc0d6,2025-06-04T06:34:52.797Z,3622,1,0.56,0.56,2025-06-15T07:15:36.003Z,2025-06-04,6,2025,6,4,batch_csv
eb8af0a3-f838-41ed-8039-59772142ba2b,952e237a-da8f-43a4-8bca-b74fdc854975,2025-06-04T06:34:53.800Z,4956,2,0.03,0.06,2025-06-15T07:15:36.003Z,2025-06-04,6,2025,6,4,batch_csv
059c3ab3-6a14-4994-b1f8-c9ca4a723026,44294c9c-44ad-4d80-916c-cdd2e968122e,2025-06-04T06:34:54.803Z,1100,3,0.54,1.62,2025-06-15T07:15:36.003Z,2025-06-04,6,2025,6,4,batch_csv
5f69e111-cc68-414b-ad67-2f16da0771ff,84aa68ff-0824-4a74-8af5-0d0ce301afac,2025-06-04T06:34:55.806Z,4969,3,0.49,1.47,2025-06-15T07:15:36.003Z,2025-06-04,6,2025,6,4,batch_csv
